Name of Building,Address,Year of Completion,Property_Type,Location
Hankow Centre,"Ground Floor:5-15 Hankow Road,41-45, 49-51 Peking Road,4, 4B Ashley Road &1-1B, 1D-1E Middle RoadUpper Floors:5/15 Hankow Road,(1st-3rd Floors: Offices)47 Peking Road,Flats A1-A6)(4th-Top Floors:4A Ashley Road,(4th-Top Floors:Flats B1-B8)1C Middle Road,(4th-Top Floors:Flats C1-C6)",1968,0.0,Kowloon
Hanley House,68/80 Canton Road,1977,0.0,Kowloon
Hanley House,776-778 Nathan Road,1983,0.0,Kowloon
Hannover Court,85/91 Waterloo Road,1963,0.0,Kowloon
Hansen Court,3 Street Stephen's Lane,1989,0.0,Kowloon
Hanway Commercial Centre,36 Dundas Street,1994,0.0,Kowloon
Hanwin Mansion,71/77 Lyttelton Road,1965,0.0,Kowloon
Hanyee Building,19/21 Hankow Road,1960,0.0,Kowloon
Happy Building,45 Yuet Wah Street,1965,0.0,Kowloon
Happy Building,Basement:222/230 Tai Po RoadGround Floor:222-230 Tai Po Road &201 Pei Ho Street1st Floor:222/230 Tai Po RoadUpper Floors:201 Pei Ho Street,1983,0.0,Kowloon
Happy Centre,"Ground Floor:178, 180, 182 &184 Cheung Sha Wan RoadUpper Floors:178/184 Cheung Sha Wan Road",1982,0.0,Kowloon
Happy Court,15 & 17 Man Fuk Road,1966,0.0,Kowloon
Happy Court,25/27 Village Road,1973,0.0,Kowloon
Happy Court,39E Sing Woo Road,1993,0.0,Kowloon
Happy Garden,85 Broadcast Drive,1976,0.0,Kowloon
Happy Garden,"Ground Floor:233, 235, 237 & 239Sai Yee StreetUpper Floors:233/239 Sai Yee Street",1984,0.0,Kowloon
Happy House,5 Ching Wah Street,1966,0.0,Hong Kong Island
Happy Mansion,39/41 Wong Nai Chung Road& 54/56 Ventris Road,1967,0.0,Kowloon
Happy Mansion,42A/42E MacDonnell Road,1955,0.0,Hong Kong Island
Happy Mansion,60-62 Village Road,1964,0.0,Kowloon
Happy Valley & Canal Road District,431 Hennessy Road,1985,0.0,Hong Kong Island
Happy Valley 88,42 Blue Pool Road ,2005,0.0,Hong Kong Island
Happy Valley Driving Test Centre,15 Hawthorn Road,,0.0,Kowloon
Happy Valley Sub-divisional,60 Sing Woo Road,,0.0,Kowloon
Happy View Building,"165/167 Main Street,Ap Lei Chau",1980,0.0,Kowloon
Happy View Court,2-8A Happy View Terrace,1959,0.0,Kowloon
Happy Villa,94 Blue Pool Road,1972,0.0,Hong Kong Island
Harbour Bay Hotel,1 Minden Avenue,1998,1.0,Kowloon
Harbour Building,38 Pier Road,,0.0,Kowloon
Harbour Centre,25 Harbour Road,1982,0.0,Hong Kong Island
Harbour Centre Tower 1,1 Hok Cheung Street,1989,0.0,Kowloon
Harbour Centre Tower 2,8 Hok Cheung Street,1990,0.0,Kowloon
      Ocean Centre,5 Canton Road,1977,0.0,Kowloon
      The Gateway Prudential Tower,21 Canton Road,1999,0.0,Kowloon
      The Gateway Sun Life Tower,15 Canton Road,1999,0.0,Kowloon
      The Gateway Tower 1,25 Canton Road,1994,0.0,Kowloon
      The Gateway Tower 2,25 Canton Road,1994,0.0,Kowloon
      The Gateway Tower 6,9 Canton Road,1999,0.0,Kowloon
      The Marco Polo Gateway,13 Canton Road,1981,0.0,Kowloon
      The Marco Polo Hongkong Hotel,3 Canton Road,1970,1.0,Kowloon
      The Marco Polo Prince,23 Canton Road,1981,0.0,Kowloon
      Wharf T & T Centre,7 Canton Road,1981,0.0,Kowloon
      World Commerce Centre,11 Canton Road,1982,0.0,Kowloon
      World Finance Centre,17/19 Canton Road,1983,0.0,Kowloon
Harbour Commercial Building,122/124 Connaught Road C.,1975,0.0,Kowloon
Harbour Court,17 Kai Yuen Terrace,1976,0.0,Kowloon
Harbour Crystal Centre,100 Granville Road,1982,0.0,Kowloon
Harbour Grand Hong Kong,23 Oil Street,2008,0.0,Hong Kong Island
Harbour Grand Kowloon,20 Tak Fung Street,1995,0.0,Kowloon
Harbour Green,8 Sham Mong Road,2006,0.0,Kowloon
      Ko Fung Court,5 Fook Yum Road,,0.0,Kowloon
      Nam Fung Court,1 Fook Yum Road,,0.0,Kowloon
      Sung Fung Court,3 Fook Yum Road,,0.0,Kowloon
Harbour Hotel,968/970 Canton Road,1968,1.0,Kowloon
Harbour Industrial Centre,10 Lee Hing Street,1990,0.0,Kowloon
Harbour Mission Church,38 San Shi Street,1986,1.0,Kowloon
Harbour One,458 Des Voeux Road W.,2012,0.0,Kowloon
Harbour Park,208 Tung Chau Street,2018,0.0,Kowloon
Harbour Pinnacle,8 Minden Avenue,2002,0.0,Kowloon
Harbour Place,8 Oi King Street,2002,0.0,Kowloon
Harbour Plaza 8 Degrees,199 Kowloon City Road,2009,0.0,Kowloon
Harbour Plaza North Point,665 King's Road,1999,0.0,Hong Kong Island
Harbour Road Indoor Games Hall,27 Harbour Road,,0.0,Hong Kong Island
      Tower 1,1 Sands Street,1992,0.0,Hong Kong Island
      Tower 2,2 Catchick Street,1992,0.0,Kowloon
      Tower 3,21 North Street,1994,0.0,Kowloon
Harbour View Terrace,108/114 Tin Hau Temple Road,1965,0.0,Kowloon
Harbourfront Horizon All-suite Hotel,8 Hung Luen Road,2006,1.0,Kowloon
Harbourfront Landmark,11 Wan Hoi Street,2001,0.0,Kowloon
Harbourview Garden,339 Prince Edward Road W.,2000,0.0,Kowloon
Harbourview Horizon All-suite Hotel,12 Hung Lok Road,2005,1.0,Kowloon
Harcourt Garden,1/3 Belfran Road,1964,0.0,Kowloon
Harcourt House,"1st & 2nd Floors:33 Jaffe RoadGround, 3rd &Above Floors:39 Gloucester Road",1987,0.0,Hong Kong Island
Harilela House,79 Wyndham Street,1966,0.0,Kowloon
Harilela Mansion,81 Nathan Road,1965,0.0,Kowloon
Harita Court,197/199A Prince EdwardRoad W.,1963,0.0,Kowloon
Harmony,44 Stubbs Road,2017,0.0,Hong Kong Island
Harmony Court,20 & 22 Tai Hang Road,1966,0.0,Hong Kong Island
Harmony Garden,61 Kowloon City Road,1996,0.0,Kowloon
Harmony House,240/246 Yu Chau Street,1965,0.0,Kowloon
Harmony Mansion,380/394 Hennessy Road &1 Tin Lok Lane,1967,0.0,Hong Kong Island
Harmony Place,333 Shau Kei Wan Road,2014,0.0,Hong Kong Island
Harrison Court,106 & 106A Waterloo Road,1963,0.0,Kowloon
Harrison Court (Phase II),90/90A Waterloo Road,1966,0.0,Kowloon
Harrison Court (Phase III),7 Man Wan Road,1971,0.0,Kowloon
Harrison Court (Phase IV),9 Man Wan Road,1971,0.0,Kowloon
Harrison Court (Phase V),8 Man Wan Road,1972,0.0,Kowloon
Harrison Court (Phase VI),10 Man Wan Road,1972,0.0,Kowloon
Harrow Mansion,170/172 Aberdeen Main Road,1994,0.0,Hong Kong Island
Hart Avenue Court,19-23 Hart Avenue,1984,0.0,Kowloon
Hart Avenue Plaza,5/9 Hart Avenue,1990,0.0,Kowloon
Hart House,12/14 Hart Avenue,1977,0.0,Kowloon
Harvard Commercial Building,105/111 Thomson Road,1976,0.0,Kowloon
Harvest Building,29/37 Wing Kut Street,1976,0.0,Kowloon
Harvest Building,66-68 Oak Street,1984,0.0,Kowloon
Harvest Court,212/216 Argyle Street,1964,0.0,Kowloon
Harvest Mansion,"15, 17 & 19 San Wai Street",1981,0.0,Kowloon
Harvest Moon House,337/339 Nathan Road,1964,0.0,Kowloon
Harvest Moon Villa,5 Fuk Kwan Avenue,1991,0.0,Kowloon
Harvest State Centre,158 Wai Yip Street,1972,0.0,Kowloon
Hatton House,15 Kotewall Road,1971,0.0,Hong Kong Island
Hatton Place,1A Po Shan Road,1989,0.0,Kowloon
Hau Fook Building,"Ground Floor:562, 564, 566 &570 Queen's Road W. &4, 6 & 8 Yat Fu LaneUpper Floors:568 Queen's Road W.",1976,0.0,Kowloon
Hau Fook Mansion,8 Hau Fook Street,1983,0.0,Kowloon
Hau Hing Mansion,290 Ma Tau Wai Road,1974,0.0,Kowloon
Hau Wo Building,3-3C Davis Street44-52 Hau Wo Street,1973,0.0,Hong Kong Island
Hau Wo Court,25/33 Hau Wo Street,1986,0.0,Kowloon
Hau Yuen,51 Shouson Hill Road,1997,0.0,Hong Kong Island
Haven Commercial Building,6/8 Tsing Fung Street,1983,0.0,Kowloon
Haven Court,Ground Floor:128/138 Leighton Road &2/30 Haven StreetUpper Floors:134 Leighton Road,1959,0.0,Hong Kong Island
Haven Mansion,108 Woosung Street,1999,0.0,Kowloon
Havsun Garden,8 Peony Road,1991,0.0,Kowloon
Hawthorn Garden,70-70A Sing Woo Road,1981,0.0,Kowloon
Hay Nien Building,1 Tai Yip Street,1980,0.0,Kowloon
Hay Wah Building,71-85 Hennessy Road72-86 Lockhart Road,1979,0.0,Hong Kong Island
Hayon Building,8 Tak Cheong Lane,1990,0.0,Kowloon
Haystack,19 Mount Austin Road,Pre 1945?,0.0,Hong Kong Island
Haywood Mansion,57 Paterson Street,1961,0.0,Hong Kong Island
Health Mansion,241/243A Prince EdwardRoad W.,1959,0.0,Kowloon
Health Mansion,37/39 Wai Hang Street,1965,0.0,Kowloon
Healthy Gardens,560 King's Road,1979,0.0,Hong Kong Island
      Fitfort,(Basement to Upper Ground Floor),,0.0,Kowloon
Healthy House,14 & 14A Victory Avenue,1979,0.0,Kowloon
Hecny Centre,111 Wai Yip Street,1980,0.0,Kowloon
Hecny Court,13-14 Wang Fung Terrace,1982,0.0,Kowloon
Hecny Tower,9 Chatham Road S.,1973,0.0,Kowloon
Hee Wong Terrace,1 Hee Wong Terrace,1987,0.0,Kowloon
Heep Cheung Building,249-251 Temple Street,1978,0.0,Kowloon
Heep Kee Commercial Building,"Ground Floor:205, 209 & 211 Wing LokStreet                      Upper Floors:207 Wing Lok Street",1977,0.0,Kowloon
Heep Yunn School,1 Farm Road,Pre 1945?,1.0,Kowloon
Helena Garden,263 Prince Edward Road W.,1991,0.0,Kowloon
Helena May Institute,35 Garden Road,Pre 1945?,0.0,Hong Kong Island
Helene Court,14 Shouson Hill Road,1987,0.0,Hong Kong Island
Helene Garden,22 Stanley Beach Road,1982,0.0,Hong Kong Island
Helene Tower,123 Repulse Bay Road,1994,0.0,Hong Kong Island
Henan Building,90 Jaffe Road,1985,0.0,Kowloon
Henan Electric Development,389 King's Road,1996,0.0,Hong Kong Island
Henerdon Court,8 Shouson Hill Road,1982,0.0,Hong Kong Island
Henfa Commercial Building,348-350 Lockhart Road,1981,0.0,Hong Kong Island
Heng Fa Chuen,100 Shing Tai Road,1986,0.0,Hong Kong Island
Heng Fa Chuen 132KV Zone,111 Shing Tai Road,,0.0,Hong Kong Island
Heng Fa Chuen Lutheran Nursery,100 Shing Tai Road,,0.0,Hong Kong Island
Heng Fa Villa,"100 Shing Tai Road,Heng Fa Chuen",1990,0.0,Hong Kong Island
Heng Ngai Jewelry Centre,4 Hok Yuen Street E.,1987,0.0,Kowloon
Heng Seng Industrial Building,185/187 Wai Yip Street,1970,0.0,Kowloon
Heng Shan Centre,145 Queen's Road E.,1992,0.0,Kowloon
Henley Building,5 Queen's Road C.,1997,0.0,Kowloon
Henley Industrial Centre,9 Bute Street,1991,0.0,Kowloon
Hennessy Apartments,"Ground Floor:488 & 490 Hennessy Road,1 & 3 Lee Garden Road &50-52 Percival StreetUpper Floors:48 Percival Street",1959,0.0,Hong Kong Island
Hennessy Plaza,164/166 Hennessy Road,1977,0.0,Hong Kong Island
Hennessy Road Court,213-219 Hennessy Road,1968,0.0,Hong Kong Island
Hennessy Road Government,169 Thomson Road,,0.0,Kowloon
Henning House,385/391 Hennessy Road,1971,0.0,Hong Kong Island
Henrietta Secondary School,2 City Garden Road,1994,1.0,Hong Kong Island
Henry Building,9-11 Ki Lung Street,1984,0.0,Kowloon
Henry G. Leong Yau Ma Tei,60 Public Square Street,1982,0.0,Kowloon
Henry House,42 Yun Ping Road,2001,0.0,Kowloon
Hentiff Building,160 Prince Edward Road W.,1992,0.0,Kowloon
Hermes Commercial Centre,4 Hillwood Road,1990,0.0,Kowloon
Hermes House,10 Middle Road,1981,0.0,Kowloon
Hermine Convent,104 Boundary Street,Pre 1945?,0.0,Kowloon
Hertford Mansion,152 Un Chau Street,1986,0.0,Kowloon
Heung Hoi Mansion,28-32 O'Brien Road &121 & 123 Jaffe Road,1964,0.0,Kowloon
Heung Lam Building,Ground Floor:23 Connaught Road C. &3 Douglas StreetUpper Floors:23 Connaught Road C.,1964,0.0,Kowloon
Heung To Middle School,29 Playing Field Road,1963,1.0,Kowloon
Heung To Middle School,33 To Yuen Street,1994,1.0,Kowloon
Heung Wah Industrial Building,12 Wong Chuk Hang Road,1975,0.0,Kowloon
Heung Yuen Gardens,29 Chai Wan Road,1974,0.0,Hong Kong Island
Hewlett Centre,54 Hoi Yuen Road,1989,0.0,Kowloon
Hey Home,161 Yee Kuk Street,2008,0.0,Kowloon
Heya Aqua,395 UN CHAU ST,2016,0.0,Kowloon
Heya Crystal,399 Castle Peak Road,2016,0.0,Hong Kong Island
Heya Delight,400 Castle Peak Road,2015,0.0,Hong Kong Island
Heya Green ,18 Po On Road,2013,0.0,Kowloon
Heya Star,368 Castle Peak Road,2015,0.0,Hong Kong Island
Hiap Teck Mansion,2/8 Sing Woo Road,1965,0.0,Kowloon
High Court Building,38 Queensway,,0.0,Hong Kong Island
High House,19A & 19B High Street,1981,0.0,Hong Kong Island
High Life Mansion,12/26 Kai Yuen Street,1958,0.0,Kowloon
High One,571 Fuk Wa Street,2016,0.0,Kowloon
High One Grand,188 Fuk Wing Street,2015,0.0,Kowloon
High Park,51 Boundary Street,2015,0.0,Kowloon
High Park 99,99 High Street,2013,0.0,Hong Kong Island
High Park Grand,68 Boundary Street ,2014,0.0,Kowloon
High Place,Ground Floor: 35 & 39 Carpenter Road &79 & 81 Sa Po RoadFirst Floor:37 Carpenter RoadUpper Floors:33 Carpenter Road,2014,0.0,Kowloon
High Point,188 Tai Po Road,2014,0.0,Kowloon
High Win Factory Building,47 Hoi Yuen Road,1981,0.0,Kowloon
Highclere,3 Middle Gap Road,2008,0.0,Kowloon
Highcliff,41D Stubbs Road,2003,0.0,Hong Kong Island
Highgate House School,53 Beach Road,1958,1.0,Hong Kong Island
Highland Mansion,8 Cleveland Street,1964,0.0,Hong Kong Island
Highview,1A Cox's Road,1982,0.0,Kowloon
Hilary Court,63G Bonham Road,2001,0.0,Hong Kong Island
Hilden,5 Pollock's Path,Pre 1945?,0.0,Hong Kong Island
Hilder Centre,2 Sung Ping Street,1987,0.0,Kowloon
Hill Court,28 Hill Road,1995,0.0,Hong Kong Island
Hill Main Mansion,35/47 Ha Heung Road,1964,0.0,Kowloon
Hill Road Court,79/85 Hill Road,1966,0.0,Hong Kong Island
Hill Shing Court,13 Stanley Main Street,1983,0.0,Kowloon
Hillgrove,18 Cape Drive,1980,0.0,Kowloon
Hillier Building,"Ground Floor:33 Hillier Street &273, 277 Queen's Road C.Upper Floors:275 Queen's Road C.",1987,0.0,Hong Kong Island
Hillier Commercial Building,65/67 Bonham Strand &89/91 Wing Lok Street,1984,0.0,Hong Kong Island
Hillsborough Court,18 Old Peak Road,1993,0.0,Hong Kong Island
Hillsea Court,10 Cornwall Street,1963,0.0,Kowloon
Hillside Villas,64 Nga Tsin Wai Road,1998,0.0,Kowloon
Hilltop Gardens,33 Fung Shing Street,1990,0.0,Kowloon
Hilltop Mansion,60 Cloud View Road,1965,0.0,Kowloon
Hilltop Plaza,49 Hollywood Road,1992,0.0,Hong Kong Island
Hillview,21/23 MacDonnell Road,1955,0.0,Hong Kong Island
Hillview Apartments,46A/48B Kadoorie Avenue,1950,0.0,Kowloon
Hillview Court,"Ground Floor:30, 30A, 32 Hillwood RoadUpper Floors:30/32 Hillwood Road",1976,0.0,Kowloon
Hillview Garden,72 Hill Road,1963,0.0,Hong Kong Island
Hillville Terrace,28 Tin Kwong Road,,0.0,Kowloon
Hillwood Centre,17/19 Hillwood Road,1993,0.0,Kowloon
Hillwood Court,22/26 Hillwood Road,1975,0.0,Kowloon
Hillwood Mansion,45-47 Hillwood Road,1978,0.0,Kowloon
Hilmanway Mansion,"Ground Floor:24, 26 & 30 Kwun Chung StreetUpper Floors:28 Kwun Chung Street",1981,0.0,Kowloon
Hilton Garden Inn Hong Kong Mongkok,2 Soy Street,2016,0.0,Kowloon
Hilton Towers,96 Granville Road,1981,0.0,Kowloon
Hin Fai Building,129-135A Castle Peak Road,1980,0.0,Hong Kong Island
Hin Hua Building,446/450 Hennessy Road,1965,0.0,Hong Kong Island
Hin Kwong Building,125 Queen's Road C.,1987,0.0,Kowloon
Hing Bank Building,117/119 Wuhu Street,1965,0.0,Kowloon
Hing Bong Mansion,117 Lockhart Road,1985,0.0,Hong Kong Island
Hing Cheong Building,"Ground Floor:15/27, 31 Shau Kei Wan Road& 7 Tai Cheong StreetUpper Floors:29 Shau Kei Wan Road",1963,0.0,Hong Kong Island
Hing Cheung Building,417 Chatham Road N.,1989,0.0,Kowloon
Hing Chung Building,Ground Floor:134 & 136 Sai Wan Ho Street &8 & 10 Tai Ning StreetUpper Floors:134 & 136 Sai Wan Ho Street,1978,0.0,Kowloon
Hing Fat Building,692/696 Shanghai Street &30/32 Bute Street,1964,0.0,Kowloon
Hing Fat Building,"Ground Floor:1D/1F Baker Street,2C/2F Cooke Street &1/7 Malacca StreetUpper Floors:1D/1F Baker Street,2C/2E Cooke Street &3/5 Malacca Street",1965,0.0,Kowloon
Hing Fat Building,Ground Floor:133-135 Temple StreetUpper Floors:137 Temple Street,1985,0.0,Kowloon
Hing Fat House,44A/44B Lion Rock Road &45/45C Nga Tsin Wai Road,1966,0.0,Kowloon
Hing Fat Mansion,24/26 Sai Yuen Lane,1968,0.0,Kowloon
Hing Fook Building,52-56 Ngan Fung Street,1970,0.0,Kowloon
Hing Fu Building,"84 Main Street, Ap Lei Chau",1978,0.0,Kowloon
Hing Ga Building,"Ground Floor:195-201 Tai Nan Street &1G, 1H Shek Kip Mei StreetUpper Floors:195/201 Tai Nan Street",1984,0.0,Kowloon
Hing Hon Building,26-36 King's Road,1986,0.0,Hong Kong Island
Hing Hon Building,Ground Floor:63B/63F Bonham RoadUpper Floors:15 Hing Hon Road,1973,0.0,Hong Kong Island
Hing Koon Building,205 Des Voeux Road W.,1958,0.0,Kowloon
Hing Kui Building,7 & 9 Matheson Street,1966,0.0,Kowloon
Hing Lee Building,"1M/1P Baker Street,8/12 Lo Lung Hang Street &2L/2N Cooke Street",1965,0.0,Kowloon
Hing Lee Commercial Building,12-14 Shanghai Street,1979,0.0,Kowloon
Hing Lee Industrial Building,89 Bedford Road,1988,0.0,Kowloon
Hing Lin Building,208/228 Tong Mi Road,1966,0.0,Kowloon
Hing Loong Building,6A/8A Wing Lok Street,1967,0.0,Kowloon
Hing Luen Building,24 Square Street,1971,0.0,Kowloon
Hing Lung Building,12A Boundary Street,1963,0.0,Kowloon
Hing Lung Building,329 Shun Ning Road,1972,0.0,Kowloon
Hing Lung Building,385-391 Ki Lung Street &56C Yen Chow Street,1965,0.0,Kowloon
Hing Lung Building,46 Wan Fung Street,1971,0.0,Kowloon
Hing Lung Building,"Ground Floor:202A, 202B, 202C,202-210 Castle Peak RoadUpper Floors:202/210 Castle Peak Road",1988,0.0,Hong Kong Island
Hing Lung Commercial Building,68-74 Bonham Strand,1984,0.0,Hong Kong Island
Hing Man Mansion,46/48 Hing Man Street,1993,0.0,Kowloon
Hing Ming Building,41A Granville Road,1973,0.0,Kowloon
Hing On Building,28/36 Hing Man Street,1972,0.0,Kowloon
Hing On Mansion,101/103 Queen's Road E.,1969,0.0,Kowloon
Hing Pont House,3-7 Sung Hing Lane,1978,0.0,Kowloon
Hing Tai Building,Ground Floor:139 Connaught Road W.Upper Floors:140 Connaught Road W.,1987,0.0,Kowloon
Hing Tai Commercial Building,Ground Floor:114 Wing Lok Street &2 Tung Loi LaneUpper Floors:114 Wing Lok Street,1980,0.0,Kowloon
Hing Tat Mansion,Ground Floor:335/351 Ngau Tau Kok Road &1/5 Tung Ming StreetUpper Floors:335/351A Ngau Tau KokRoad & 1/3 Tung Ming Street,1965,0.0,Kowloon
Hing Wah Apartments,38 Hing Wah Street,2000,0.0,Kowloon
Hing Wah Building,266-282 Reclamation Street,1965,0.0,Kowloon
Hing Wah Building,"Ground Floor:157/163, 167/171Wuhu Street &26 Lo Lung Hang StreetUpper Floors:165 Wuhu Street",1973,0.0,Kowloon
Hing Wah Commercial Building,450-454 Shanghai Street,1978,0.0,Kowloon
Hing Wah House,2 Oaklands Path,1960,0.0,Kowloon
Hing Wah House,410/420 Un Chau Street &28/30 Hing Wah Street,1961,0.0,Kowloon
Hing Wah House,69-73 Third Street,1980,0.0,Kowloon
Hing Wah Mansion,1 Babington Path,1963,0.0,Hong Kong Island
Hing Wai Building,36 Queen's Road C.,1998,0.0,Kowloon
Hing Wai Centre,7 Tin Wan Praya Road,1990,0.0,Kowloon
Hing Wai Ice & Cold Storage,9 Tin Wan Praya Road,1977,0.0,Kowloon
Hing Wan Commercial Building,25 & 27 Parkes Street,1983,0.0,Kowloon
Hing Win Factory Building,110 How Ming Street,1980,0.0,Kowloon
Hing Wong Building,61 Catchick Street &23 New PrayaKennedy Town,1990,0.0,Kowloon
Hing Wong Court,21 Tai Wong Street E.,1990,0.0,Kowloon
Hing Wong Court,Ground Floor:355-357 Portland Street &34 Bute StreetUpper Floors:355/357 Portland Street,1984,0.0,Kowloon
Hing Wong Mansion,"67/85 Tai Kok Tsui Road,2/6 Fuk Chak Street &1/5 Li Tak Street",1964,0.0,Kowloon
Hing Yan Mansion,55 Yuet Wah Street,1964,0.0,Kowloon
Hing Ying Mansion,40/42 Bonham Road,1964,0.0,Hong Kong Island
Hing Yip Apartments,60/60E Castle Peak Road,1962,0.0,Hong Kong Island
Hing Yip Building,18 Peel Street,1968,0.0,Hong Kong Island
Hing Yip Building,19 Clear Water Bay Road,1989,0.0,Kowloon
Hing Yip Building,5/23 First Street,1966,0.0,Hong Kong Island
Hing Yip Building,68 Yu Chau Street,1992,0.0,Kowloon
Hing Yip Building,99 Nam On Street,1990,0.0,Kowloon
Hing Yip Centre,37 Beech Street,1994,0.0,Kowloon
Hing Yip Commercial Centre,"Ground Floor:272-278, 282 &284 Des Voeux Road C.Upper Floors:280 Des Voeux Road C.",1984,0.0,Kowloon
Hing Yip Factory Building,31 Hing Yip Street,1985,0.0,Kowloon
Hing Yip House,24-26 Sai Yee Street,1986,0.0,Kowloon
Hing Yue Mansion,21-23 Wing Hing Street,1966,0.0,Kowloon
Hings Building,594 Reclamation Street,1974,0.0,Kowloon
Hip Fai Building,9 Station Lane,1993,0.0,Kowloon
Hip Fook Building,63/71 Tai Po Road,1983,0.0,Kowloon
Hip Kwan Commercial Building,38 Pitt Street,1994,0.0,Kowloon
Hip Kwan House,84-86 Cheung Sha Wan Road& 15E & 15F Wong Chuk Street,1962,0.0,Kowloon
Hip Sang Building,107/115 Hennessy Road,1969,0.0,Hong Kong Island
Hip Shing Hong Centre,55 Des Voeux Road C.,1995,0.0,Kowloon
Hip Sing Mansion,"Ground Floor:58, 60, 62 Old Main Street,AberdeenUpper Floors:58/62 Old Main Street,Aberdeen",1990,0.0,Kowloon
Hip Wo House,"Ground Floor:143-149, 153-167Hip Wo Street &114/136 Shui Wo StreetUpper Floors:151 Hip Wo Street",1966,0.0,Kowloon
Hip Wo Mansion,Ground Floor:46-58 Kam Wa Street &22-24 Aldrich StreetUpper Floors:26 Aldrich Street,1990,0.0,Hong Kong Island
Hipway Towers,303 Hip Wo Street,1973,0.0,Kowloon
Hirst Mansions,30 Lugard Road,1953,0.0,Hong Kong Island
Hiu Kwong Building,26/38 Hiu Kwong Street,1979,0.0,Kowloon
      Hiu Kwong Commercial Centre,"Lower Ground Floor:26, 28, 34, 36 &38 Hiu Kwong StreetUpper Ground Floor:26/38 Hiu Kwong Street1st Floor:26/28 Hiu Kwong Street",,0.0,Kowloon
      Hiu Kwong Court,32 Hiu Kwong Street,,0.0,Kowloon
      Hiu Ming Court,30 Hiu Kwong Street,,0.0,Kowloon
Hiu Kwong Street Indoor Games Hall,2 Hiu Kwong Street,,0.0,Kowloon
Hiu Ming Street Playground,17 Hiu Ming Street,,0.0,Kowloon
Hiu Wah Building,42 Hiu Kwong Street,1977,0.0,Kowloon
HK Pacific Centre,28 Hankow Road,1991,0.0,Kowloon
HK S.K.H. Bishop Hall,82 Hiu Kwong Street,,0.0,Kowloon
HK Weaving Mills Association,189 Prince Edward Road W.,,0.0,Kowloon
HKCU- Tung Wah Group of,31 Wylie Road,,0.0,Kowloon
HKI Building,56 Hung To Road,1965,0.0,Kowloon
HKICC Lee Shau Kee School of ,135 Junction Road,,1.0,Kowloon
HKMA David Li Kwok Po College,8 Hoi Wang Road,2000,0.0,Kowloon
HKPC Building,78 Tat Chee Avenue,1990,0.0,Kowloon
HKSPC Thomas Tam,"King George V MemorialPark, Hospital Road ",,0.0,Hong Kong Island
HKU SPACE Community College,28 Wang Hoi Road,,0.0,Kowloon
HKU SPACE Po Leung Kuk ,66 Leighton Road,,0.0,Hong Kong Island
HKUGA College,9 Nam Fung Road,,0.0,Hong Kong Island
HKWMA Chu Shek Lun,11 Kai Lok Street,1987,0.0,Kowloon
Ho Fook Building,9 Old Bailey Street,1986,0.0,Hong Kong Island
Ho Kin Building,49 Caine Road,1988,0.0,Hong Kong Island
Ho King Building,71 Yuet Wah Street,1964,0.0,Kowloon
Ho King Building,35-37 Po Kong Village Road.,1971,0.0,Kowloon
Ho King Building,Ground Floor:132 & 136 Shau Kei WanMain Street E.Upper Floors:134 Shau Kei Wan MainStreet E.,1979,0.0,Kowloon
Ho King Commercial Centre,2/16 Fa Yuen Street,1983,0.0,Kowloon
Ho King Factory Building,9 Tai Yip Street,1971,0.0,Kowloon
Ho King View,2 Braemar Hill Road,1971,0.0,Hong Kong Island
