Name of Building,Address,Year of Completion,Property_Type,Location
"Caritas St. Joseph Secondary School
      ???????","10 Fung Shue Wo Rd.,
Tsing Yi Estate, Tsing Yi",-,,New Territories
"Caritas Tuen Mun Marden
      Foundation Secondary School
      ??????????","3 Wong Yin St.,
Tuen Mun",-,,New Territories
"Caritas Yuen Long Chan Chun Ha
      Secondary School
      ?????????","66 Sai Yu St.,
Yuen Long",-,,New Territories
"Carmel Alison Lam Foundation
      Secondary School
      ?????????????","4 Wah King Hill Rd.,
Kwai Chung",-,,New Territories
"Carmel Alison Lam Primary School
      ???????","69 Che Kung Miu Rd.,
Hin Keng Estate, Sha Tin",-,,New Territories
"Carmel Bunnan Tong Memorial
      Secondary School
      ?????????","2 Wu Yuet St.,
Wu King Estate, Tuen Mun",-,,New Territories
"Carmel Divine Grace Foundation
      Secondary School
      ??????","18 Po Lam Rd. N.,
Po Lam Estate,
Tseung Kwan O",-,,New Territories
"Carmel Holy Word Secondary School
      ??????","10 Tai Po Tai Wo Rd.,
Tai Po",-,,New Territories
"Carmel Pak U Secondary School
      ??????","Tai Yuen Estate, Tai Po",-,,New Territories
"Carmine Court
      *???","11 Yau Chuen St.,
Yuen Long",1991,,New Territories
"Carole Garden
      ???","131 Tai Tseng Wai,
Ping Shan Yuen Long",1994,,New Territories
"Carson Mansion
      *????","Ground Floor:
4/6 Dung Fat St.,
46/50 & 54/58 Lo Tak Court
3/5 On Wing St., Tsuen Wan
Upper Floors:
52 Lo Tak Court",1974,,New Territories
"Casa Bella
      *????","5 Silverstrand Beach Rd.,
Sai Kung",1993,,New Territories
"Casa De Oro
      *????","23 Hung Shui Kiu Main St.,
Yuen Long",1999,,New Territories
*Casa Del Mar,"6 Kam Shue Rd.,
Sai Kung",1977,,New Territories
"Casa Guardia, H.K.P.F.","45 Lo Uk Tsuen,
Lantau Island",-,,New Territories
"Casa Loma
      *???","11 Silver Cape Rd.,
Sai Kung",1989,,New Territories
"Casa Marina I
      ?????","28 Lo Fai Rd.,
Tai Po",1999,,New Territories
"Casa Marina II
      *?????","1 Lo Ping Rd.,
Tai Po",2000,,New Territories
Casa Orquidia,"DD 35 Lot 299
Off Tai Po Rd. Tai Po Kau
Tai Po",-,,New Territories
"Casa Paradizo
      ?????","83 San Tam Rd.,
San Tin, Yuen Long",1997,,New Territories
Casa Pequena,"DD 35 Lot 299
Off Tai Po Rd. Tai Po Kau
Tai Po",-,,New Territories
"Casa Regalia
      ?????","67A-89 Tan Kwai Tsuen Rd.,
Hung Shui Kiu, Yuen Long",2015,,New Territories
Casa Verde,"64F Sheung Sze Wan Rd.,
Clear Water Bay",1986,,New Territories
Casa Vida,"DD 235 Lot 146,
Off Clear Water Bay Rd.,
Sheung Sze Wan Sai Kung",1974,,New Territories
"Casas Domingo
      *????","8 Kam Ka St.,
Kwu Tung",1995,,New Territories
"Castello
      ???","69 Siu Lek Yuen Rd.,
Sha Tin",1999,,New Territories
"Castle Peak Bay Garden
      *?????","2 Tsing Ha Lane,
Castle Peak Bay",1979,,New Territories
"Castle Peak Buddhist School
      ??????","DD 131 Lot 656,
Off Tsing Wun Rd., Tuen Mun",-,,New Territories
"Castle Peak Catholic Primary School
      ???????","2 Tuen Mun Heung Sze
Wui Rd., Tuen Mun",-,,New Territories
"Castle Peak Divisional Police Station
      ??????","12 Wu On St.,
Tuen Mun",-,,New Territories
"Castle Peak Hospital
      ????","15 Tsing Chung Koon Rd.,
Tuen Mun",-,,New Territories
Castle Peak Power Station,"9 Lung Yiu St., Tuen Mun",-,,New Territories
"Castle Peak Villas
      *????","19 Lok Chui St.,
Tuen Mun",1975,,New Territories
"Castle Peak Wholesale Fish Market
      ????????","Off Castle Peak Rd.
Castle Peak Bay, Tuen Mun",-,,New Territories
"Cathay Pacific Airways Flight
      Training Centre
      ????????","10 Scenic Rd.,
Cathay Pacific City
Chek Lap Kok",1999,,New Territories
"Cathay Pacific Cargo Terminal
      ???????","3 Chun Wan Rd.,
Chek Lap Kok",2012,,New Territories
"Cathay Pacific City
      ???","8 Scenic Rd.,
Chek Lap Kok",1998,,New Territories
"Cathay Pacific Stores Building
      ??????","2 Chun Ming Rd.,
Cathay Pacific City
Chek Lap Kok",1999,,New Territories
"CCT Telecom Building
      *??????","11 Wo Shing St.,
Sha Tin",1996,,New Territories
"CDW Building
      ????","382/392 Castle Peak Rd. 
Tsuen Wan, Tsuen Wan",1982,,New Territories
"      8 1/2
      8??",G/F-8/F,,,New Territories
"Celebrity Villa
      ???","76 Pak Shek Terrace
Clear Water Bay Sai Kung",-,,New Territories
"Celestial Crest A
      ???A","38L Lo Uk Tsuen,
Ha Tsuen, Yuen Long",-,,New Territories
"Celestial Crest B
      ???B","38K Lo Uk Tsuen,
Ha Tsuen, Yuen Long",-,,New Territories
"Celestial Villa
      ???","DD 223 Lot 246, Off Clear
Water Bay Rd., Ta Ku Ling",1983,,New Territories
"Cenfa Villa
      ????","263-279 Sha Po Kong,
Tuen Mun",1999,,New Territories
"Central Industrial Building
      ??????","57/61 Ta Chuen Ping St.,
Kwai Chung",1970,,New Territories
"Central Mansion
      ???","Ground Floor:
26, 30/36 & 40 Tai Kwong
Lane & 15/19 & 23/27
Wan Tau Square, Tai Po
Upper Floors:
28 & 38 Tai Kwong Lane
& 21 Wan Tau Square",1971,,New Territories
"Central Park Towers
      ????","2 Tin Yan Rd.,
Tin Shui Wai",2007,,New Territories
"      Towers 1-3 & 5-6
      1-3?5-6?",,,,New Territories
"Central Park Towers II
      ????","2 Tin Yan Rd.,
Central Park Towers
Tin Shui Wai",2010,,New Territories
"      Towers 7-9
      7-9?",,,,New Territories
"Central Plaza
      *???","51/59 Kwong Fuk Rd.,
Tai Po",1991,,New Territories
Centro,"1A Chui Tong Rd.,
Sai Kung",2002,,New Territories
"Century Centre
      ????","1 Ping Ha Rd.,
Ping Shan Yuen Long",1982,,New Territories
"Century Centre
      *????","33/35 Au Pui Wan St.,
Fo Tan Sha Tin",1981,,New Territories
"Century Court
      *???","18 Chi Fuk Circuit,
Fanling",1996,,New Territories
"Century Gateway
      ?? ","83 Tuen Mun Heung
Sze Wui Rd.,
Tuen Mun",2012,,New Territories
"Century Industrial Building
      *????????","1 Tsing Yeung Circuit,
Tuen Mun",1983,,New Territories
"Century Link
      ??","6 Ying Hong St.,
Lantau Island",2016,,New Territories
"      Blocks R1, R2 & R3
      R1, R2 & R3?",,,,New Territories
"      Towers 3A, 3B, 5A, 5B, 6A & 6B
      3A, 3B, 5A, 5B, 6A & 6B?",,,,New Territories
"Century Link II
      ????","6 Ying Hong St.,
Lantau Island",2016,,New Territories
"      Towers 1A, 1B, 2A & 2B
      1A, 1B, 2A & 2B?",,,,New Territories
"Chai Wan Kok Catholic
      Primary School
      ????????","2/10 On Yin St. &
111/121 Tsuen King Circuit,
Tsuen Wan",-,,New Territories
"Chai Wan Kok Ventilation Building
      ???????","8 Hoi Hing Rd.,
Tsuen Wan",-,,New Territories
"Cham Shan Monastery
      ???","18 Lung Ha Wan Rd.,
Clear Water Bay",1983,,New Territories
"Champion Building
      ????","70 Fung Cheung Rd.,
Yuen Long",1991,,New Territories
"Chan Court
      ????","18 On Fu Rd.,
Tai Po",1998,,New Territories
"Chan En Mei International
      Rescue Committee Day Nursery
      ???????????","150A Tai Tsoi Yuen Rd.,
Cheung Chau",-,,New Territories
"Chan Ka Yuen
      ???","DD 124 Lot 2584 s.B. (Pt.)
Tan Kwai Tsuen,
Hung Shui Kiu",-,,New Territories
"Chan Ka Yuen
      ???","DD 130 GLL Y11037,
Tsing Chuen Wai, Tuen Mun",-,,New Territories
"Chan Ka Yuen
      ???","DD 130 Lots 2171 RP
& 2172 Sun Fung Wai,
Tuen Mun",-,,New Territories
"Chan Kee Commercial Centre
      ??????","48 Castle Peak Rd. Sham Tseng
Sham Tseng",1994,,New Territories
"Chan Kee Plaza
      ????","42 Castle Peak Rd. Sham Tseng
Sham Tseng",2007,,New Territories
"Chan Lau Yuen
      ???","DD100 CLL T17861,
Off Fan Kam Rd.,
Ying Pun",-,,New Territories
"Chan Lo
      ??","40 Tsoi Yuen Tsuen,
Tai Tei Tong, Mui Wo,
Lantau Island",-,,New Territories
"Chan Shek Yuen
      ???","DD 194 Lot 886,
Off Siu Lek Yuen Rd.,
Siu Lek Yuen",-,,New Territories
"Chang Pui Chung Memorial School
      ???????","3 Wan Lung Rd.,
Tseung Kwan O",-,,New Territories
"Chao's Industrial Building
      ??????","9 Kin Fat St.,
Tuen Mun",1981,,New Territories
"Chap Biu Building
      *???","Ground Floor:
11/ 13 & 17/19
On Fu Rd., Tai Po
Upper Floors:
15 On Fu Rd.",1974,,New Territories
"Charmay Centre
      ????","12 Ka Hing Rd.,
Kwai Chung",1996,,New Territories
"Charming Garden
      ????","133 Tsz Tong Tsuen,
Kam Tin Yuen Long",1994,,New Territories
"Chase Villa
      ???","29/31 Sha Tin Heights Rd.,
Sha Tin",1964,,New Territories
"Chateau Royale
      *????","1 Yung Yi Rd.,
Tai Po",1998,,New Territories
"Chateau Scenic
      ???","12/20 Ma Ying Path,
Sha Tin",1985,,New Territories
"Chau Hop Shing Building
      *?????","Ground Floor:
2/8 Chung On St., Tsuen Wan
1st Floor-3rd Floor:
4 Chung On St.
4th-22nd Floor:
6 Chung On St.",1980,,New Territories
"Chau Wan Building
      ????","Ground Floor:
27 & 31/33 Chung On St.
148/150 Hoi Pa St.
Tsuen Wan
Upper Floors:
29 Chung On St., Tsuen Wan",1976,,New Territories
"Chau's Building
      *????","Ground Floor:
4/10 Chuen Lung St.,
2 & 4A Shiu Wo St., 19/21
Tai Ho Rd., Tsuen Wan
Upper Floors:
4 Shiu Wo St.",1973,,New Territories
"Chau's Commercial Centre
      ??????","Ground Floor:
57/63 Chung On St.,
Tsuen Wan
Basement-4th Floor:
282 Sha Tsui Rd.
5th Floor-11th Floor:
284 Sha Tsui Rd.",1980,,New Territories
"Che Wah Industrial Building
      *??????","1/7 Kin Hong St.,
Kwai Chung",1978,,New Territories
"Chee King Garden
      *????","Ground Floor:
35/55 Kin Tak St., Yuen Long
Upper Floors:
45 Kin Tak St.",1986,,New Territories
"Chee Lik Yuen
      ???","DD 124 Lot 2674,
Off Castle Peak Rd.
Hung Shui Kiu, Yuen Long",-,,New Territories
"Cheerful Park
      *????","8 Kat Cheung Crescent,
Fanling",1992,,New Territories
"Cheerrick Building
      *????","Ground Floor:
61/69 Sau Fu St.,
Yuen Long
Upper Floors:
65 Sau Fu St.",1983,,New Territories
"Chek Lap Kok Fire Station
      ??????","10 Catering Rd. E.,
Chek Lap Kok",-,,New Territories
"Chek Lap Kok Telephone Exchange
      ???????","1 Chun Ming Rd.,
Chek Lap Kok",-,,New Territories
"Chek Wing Court
      ???","Ground Floor:
171A, 171B & 175
Castle Peak Rd. Yuen Long,
Yuen Long
Upper Floors:
173 Castle Peak Rd. Yuen Long",1983,,New Territories
"Chelsea Court
      ???","100 Yeung Uk Rd.,
Tsuen Wan",2005,,New Territories
"      Tower East
      ???",,,,New Territories
"      Tower North
      ???",,,,New Territories
"      Tower South
      ???",,,,New Territories
"      Tower West
      ???",,,,New Territories
"Chelsea Heights
      ???","1 Shek Pai Tau Path,
Tuen Mun",1998,,New Territories
"Chen Hsin Mansion
      *????","2/12 Sam Pei Square,
Tsuen Wan",1963,,New Territories
"Cheng Chek Chee Secondary
      School of Sai Kung &
      Hang Hau District NT
      ??????????","8 Chuk Kok Rd.,
Sai Kung",-,,New Territories
"Cheng Yuen
      ??","154 Tsoi Yuen Tsuen,
Tuen Mun",-,,New Territories
"Cheng's Villa
      ??","DD 94 Lot 344 s.B ss. 3
Off Castle Peak Rd.
Kwu Tung, North",1974,,New Territories
"Cheong Fat Building
      *????","21 Kwong Fai Circuit,
Kwai Chung",1976,,New Territories
"Cheong Fat Building
      *????","Ground Floor:
48A, 48C-48K (Excl. 48I)
Tai Tong Rd., Yuen Long
Upper Floors (Exc. 1/F):
48B Tai Tong Rd.",1987,,New Territories
"Cheong Hei Mansion
      *????","105/111 Hoi Pa St.,
Tsuen Wan",1977,,New Territories
"Cheong Hing Building
      *???","32/34 Yan Hing St.,
Tai Po",1978,,New Territories
"Cheong Hing Mansion
      *????","53/61 Yan Hing St.,
Tai Po",1982,,New Territories
"Cheong Hung Mansion
      *????","Ground Floor:
2/6, 10/14 Mei Fong St.,
91/95 Wing Fong Rd.,
24/28 Shun Fong St.,
Kwai Chung
Upper Floors:
8 Mei Fong St.",1978,,New Territories
"Cheong Li Building
      ???","Ground Floor:
11/13 Kwong Fai Circuit,
Kwai Chung
Upper Floors:
15 Kwong Fai Circuit",1974,,New Territories
"Cheong Nin Building
      *????","1013/1033 Kwai Chung Rd.,
Kwai Chung",1973,,New Territories
"Cheong Ping Building
      *???","Ground Floor:
2 & 6 Shek Man Path,
8/12 Tai Loong St.
Upper Floors:
4 Shek Man Path,
Kwai Chung",1976,,New Territories
"Cheong Shen Mansion
      *???","113/127 Tai Loong St.,
Kwai Chung",1972,,New Territories
"Cheong Shing Building
      ???","65/67 Chuen Lung St.,
Tsuen Wan",1971,,New Territories
"Cheong Shing Court
      *???","20 Wah Ming Rd., Fanling
(See Appendix III)",2000,,New Territories
"      Cheong Ching House
      (Block A)
      ???(A?)",(See Appendix III),,,New Territories
"      Cheong Siu House
      (Block B)
      ???(B?)",(See Appendix III),,,New Territories
"      Cheong To House
      (Block C)
      ???(C?)",(See Appendix III),,,New Territories
"      Cheong Yun House
      (Block D)
      ???(D?)",(See Appendix III),,,New Territories
"Cheong Sing Building
      *????","3 Wang Fat Path,
Yuen Long",1981,,New Territories
"Cheong Tai Building
      *????","Ground Floor:
97/101 Hoi Pa St.,
30/34 & 38 Tai Ho Rd.
2/8 Tsuen Hing Path
Upper Floors:
36 Tai Ho Rd., Tsuen Wan",1973,,New Territories
"Cheong Tai Industrial Building
      *??????","50/56 Fui Yiu Kok St.,
Tsuen Wan",1971,,New Territories
"Cheong Wah Building
      ???","9/15 Luen Cheong St.,
Fanling",1977,,New Territories
"Cheong Wah Building
      *????","Ground Floor:
289/291 & 295/301
Castle Peak Rd. Tsuen Wan
4/8 Fu Wah St., 7 Kin Ming St.,
51/53 & 57/63 Lo Tak Court,
Tsuen Wan
Upper Floors:",1973,,New Territories
"      Block A
      A?",55 Lo Tak Court,,,New Territories
"      Block B
      B?",293 Castle Peak Rd. Tsuen Wan,,,New Territories
"Cheong Wai Mansion
      *????","39A Kwong Fai Circuit,
Kwai Chung",1978,,New Territories
"Cheong Wai Mansion
      *????","9A Fung Yau St. N.,
Yuen Long",1988,,New Territories
"Cheong Wang Mansion
      *????","539 Castle Peak Rd.
Kwai Chung, Kwai Chung",1978,,New Territories
"Cheong Wing Mansion
      *???","Ground Floor:
103/105, 109 Tai Loong St.,
Kwai Chung
Upper Floors:
107 Tai Loong St.",1974,,New Territories
"Cheong Yiu Mansion
      *????","Ground Floor:
47/51 Shiu Wo St. &
167, 171 & 173 Castle 
Peak Rd. Tsuen Wan
Tsuen Wan
1st & 2nd Floors:
173 Castle Peak Rd.
Tsuen Wan
Upper Floors:
(Excluding 1st-2nd Floors):
169 Castle Peak Rd.
Tsuen Wan",1976,,New Territories
"Cheong Yu Building
      *????","143/151 Castle Peak Rd.
Yuen Long, Yuen Long",1977,,New Territories
"Cheshire Home Shatin
      ???????","30 A Kung Kok Shan Rd.,
Sha Tin",1991,,New Territories
"Cheuk Ming Building
      *???","Ground Floor:
22/26 Chuen Lung St.
10/22 Tsuen Wan Market St.,
Tsuen Wan
1st Floor:
22 Chuen Lung St.
Upper Floors:
(Excluding 1st Floor)
22/26 Chuen Lung St. &
10, 14, 16, 20 & 22
Tsuen Wan Market St.",1972,,New Territories
"Cheuk Ming Mansion
      *????","2/20 Hau Tei Square,
102 Hoi Pa St. &
57/75 Tai Ho Rd., Tsuen Wan",1966,,New Territories
Cheuk Yin Villa,"DD 236 Lot 357,
Clear Water Bay Rd.,
Tai Wan Tau,
Sai Kung",1963,,New Territories
"Cheuk Ying Lau
      ???","26B Peak Rd.,
Cheung Chau",1962,,New Territories
"Cheuk Yuen
      ??","DD 124 Lot 2565 & etc.
Off Tan Kwai Tsuen Rd.,
Tan Kwai Tsuen",-,,New Territories
"Cheung Chau (St. John) Hospital
      ????","Cheung Chau Hospital Rd.,
Cheung Chau",-,,New Territories
"Cheung Chau Commercial Centre
      ??????","6 Ping Chong Rd.,
Cheung Chau",1992,,New Territories
"Cheung Chau Fireboat Station
      ????????","8 Cheung Chau Sai Tai Rd.,
Cheung Chau",-,,New Territories
"Cheung Chau Fisheries
      Joint Association Public School
      ??????","DD CC 197 B4
Tung Wan Rd.,
Cheung Chau",-,,New Territories
"Cheung Chau Government
      Secondary School
      ??????","2 School Rd.,
Cheung Chau",-,,New Territories
"Cheung Chau Municipal
      Services Building
      ??????","2 Tai Hing Tai Rd.,
Cheung Chau",-,,New Territories
"Cheung Chau Pak She
      Kai Fong Association
      ???????","22 & 24 Pak She St.,
Cheung Chau",-,,New Territories
"Cheung Chau Park Tennis Court
      ???????","30 Cheung Shek Rd.,
Cheung Chau",-,,New Territories
"Cheung Chau Peak Villa
      ??????","DD CC 1469 Off Peak
Rd. W., Cheung Chau",1984,,New Territories
"Cheung Chau Public School
      ??????","School Rd., Cheung Chau",-,,New Territories
"Cheung Chau Refuse Transfer Facility
      ????????","1 Cheung Kwai Rd.,
Cheung Chau",-,,New Territories
"Cheung Chau Sacred Heart School
      ??????","Lots 916 & 1092 &
GLL 5217 & 5555
Cheung Chau Church Rd.,
Cheung Chau",-,,New Territories
"Cheung Chau School Students'
      Sports Centre
      ????????","26 Kwun Yam Wan Rd.,
Cheung Chau",-,,New Territories
"Cheung Chau Slaughterhouse
      ????","2 Pak Kok Tsui Rd.,
Cheung Chau",-,,New Territories
"Cheung Chau Sports Centre
      ?????","3 Cheung Chau Hospital Rd.,
Cheung Chau",-,,New Territories
"Cheung Chau Theatre
      ????","120 San Hing Back St.,
Cheung Chau",Pre 1945?,,New Territories
"Cheung Chi Hang Building
      ?????","Ground Floor:
98, 100 & 104 San Fung
Avenue, Shek Wu Hui
1st-2nd Floors:
98-104 San Fung Avenue
Upper Floors:
102 San Fung Avenue",1981,,New Territories
"Cheung Ching
      ??","48C Cheung Sha,
Lantau Island",1976,,New Territories
"Cheung Ching Estate
      ???","Tsing Yi
(See Appendix I)",,,New Territories
"      Ching Chung House
      ???",(See Appendix I),,,New Territories
"      Ching Kwai House
      ???",(See Appendix I),,,New Territories
"      Ching Mui House
      ???",(See Appendix I),,,New Territories
"      Ching Pak House
      ???",(See Appendix I),,,New Territories
"      Ching Tao House
      ???",(See Appendix I),,,New Territories
"      Ching Wai House
      ???",(See Appendix I),,,New Territories
"      Ching Yeung House
      ???",(See Appendix I),,,New Territories
"      Ching Yung House
      ???",(See Appendix I),,,New Territories
"Cheung Ching Estate
      Community Centre
      ???????","6 Ching Hong Rd.,
Tsing Yi",-,,New Territories
"Cheung Chun Yuen
      ???","DD 121 Lot 1091
s.B s.s.3,Off Castle
Peak Rd. Ping Shan,
Tong Yan San Tsuen",-,,New Territories
"Cheung Fat Building
      *???","69 & 71 Fu Shin St.,
Tai Po",1980,,New Territories
"Cheung Fat Building
      *????","Ground Floor:
14-26, 30-32C
Yu King Square, Yuen Long
Upper Floors:
28 Yu King Square",1986,,New Territories
"Cheung Fat Estate
      ???","6 Tam Kon Shan Rd., Tsing Yi
(See Appendix I)",,,New Territories
"      Cheung Fat Plaza
      ????",(See Appendix I),,,New Territories
"      Chun Fat House (Block 5)
      ??? (?5?)",(See Appendix I),,,New Territories
"      King Fat House (Block 1)
      ??? (?1?)",(See Appendix I),,,New Territories
"      Leung Fat House (Block 3)
      ??? (?3?)",(See Appendix I),,,New Territories
"      Yin Fat House (Block 4)
      ??? (?4?)",(See Appendix I),,,New Territories
"Cheung Fat Estate Community Centre
      ???????","6 Tam Kon Shan Rd.,
Cheung Fat Estate,
Tsing Yi",1989,,New Territories
"Cheung Fat Sports Centre
      ?????","6 Tam Kon Shan Rd.,
Cheung Fat Estate,
Tsing Yi",-,,New Territories
"Cheung Foo
      ??","48D Cheung Sha,
Lantau Island",1976,,New Territories
"Cheung Fook
      ??","48 Cheung Sha,
Lantau Island",1976,,New Territories
"Cheung Fung Industrial Building
      ??????","23/39 Pak Tin Par St.,
Tsuen Wan",1989,,New Territories
"Cheung Fung Mansion
      *????","Ground Floor:
6-14 Chik Shun St.
16-18 Tai Wai Rd., Tai Wai
1st Floor:
16 Chik Shun St.
Upper Floors:
2/4 Chik Shun St.",1982,,New Territories
"Cheung Hang Estate
      ???","6 Liu To Rd., Tsing Yi
(See Appendix I)",,,New Territories
